tweet_id,label
00BHHHP1,0.09623944891535488
00UNMD0E,0.4890053908341391
01AXPTJF,0.0909652390775609
01HOEQJW,0.7931273329252867
01JUKMAO,0.009744153465542554
01V1X8XW,0.41106029908415864
01VCVYR0,0.010075149855590881
01VO7KBO,0.14986151633032918
020SYHIL,0.28084397437061037
02CQIJUI,0.20961907957189047
02OLGGYV,0.3172075875598521
02VDQ7JT,0.7889688408229973
03VDEOFZ,0.4806472617516382
03W32GF1,0.2538166734238141
0415LSAN,0.6594398726249919
047IZEE1,0.5233331046016511
04BA7VQ9,0.5725066482997463
04Q6QMSI,0.7035761426592768
04UJ9Q31,0.7566661040945343
04W0XJEJ,0.345491215552347
05277SI4,0.009850698152794546
05OKQQBU,0.37898615722893136
05PUPGUS,-0.09636249043367465
0749FDXA,0.39827874141096353
078BED1W,0.0940177846406689
07B3FVUX,0.31069310155865504
07SO3YBG,0.3585948281136142
07VBSV9R,0.46126683676966673
07VRJ7KY,0.42469375714593216
07ZUS2DD,0.6721837930981268
08DJ5XND,0.7036146537135926
08HY52OR,0.4605147509159526
08ZVZMNA,0.7008886921836945
09D4JMNJ,0.3804218758442912
09DSYIQ7,0.20702995468181895
09O38XEV,0.07095544290905487
0A21KQ6M,0.21988714138227636
0A5K6EBZ,0.1524709562624697
0AKC7N18,0.9554714288588396
0AVGJKYZ,0.1292983637188892
0BJTMHMU,-0.11836266496300477
0BLHVV1M,0.06824189957327056
0C4IZ2NQ,0.5377400665430049
0C5GV66O,0.7937546076567088
0CBOHX9M,0.8609060812345172
0CCJ1SMQ,0.3253362560283327
0CGQFX6F,0.011869328513750221
0CQ3QSYS,0.9381535241957282
0CXVNB4Q,0.9902383898032155
0D33P1WR,1.0088052978236364
0D3W2EG9,0.024183917869531474
0D7OGTTQ,0.408214257862473
0DCGQEQD,0.46756871387870236
0DFIQMAV,0.11471117671717698
0DOD5YV1,1.1422462276989684
0DSEXSUT,0.7290580401602957
0E5E5VOC,0.07587591068939786
0EILVR8Z,0.14883504698911956
0ELNXTUQ,-0.016509122090534928
0F36Y853,0.1248803660324341
0FCA4MPB,0.2782907458425944
0FKEWN0K,0.5098738054291586
0FOBE3OZ,0.020674115600930437
0FX9QJAS,0.47196619202528045
0G18CCZX,0.004932651577365943
0G3S14B8,-0.34214167276275
0G5WK2AZ,0.14951585529697886
0GB1F2Q5,-0.15836583829137893
0GBJQZB7,0.1981116181843018
0GG5Y3LI,0.35262882403670426
0GOLHGV0,0.4924612640410987
0H40XA1I,0.21334087029549795
0HAAKCTM,0.28800365656473453
0HZWVJSU,0.5832559747189405
